item_id,name,value
278,Theme,14. Water & Oevers
278,Area,Noord
278,Type,Uitgangspunt
278,Level,Tactisch Niveau
278,Source,Beleidsvisie Noordhollandsch-Kanaalzone (2003)
279,Theme,1. Openbare Ruimte Algemeen
279,Area,Noord
279,Type,Uitgangspunt
279,Level,Tactisch Niveau
279,Source,Beleidsvisie Noordhollandsch-Kanaalzone (2003)
280,Theme,16. Ondergrond
280,Area,Noord
280,Type,Uitgangspunt
280,Level,Tactisch Niveau
280,Source,Beleidsvisie Noordhollandsch-Kanaalzone (2003)
281,Theme,1. Openbare Ruimte Algemeen
281,Area,Centrum
281,Type,Ambitie
281,Level,Tactisch Niveau
281,Source,Beleidsplan Binnenstad (1993)
282,Theme,1. Openbare Ruimte Algemeen
282,Area,Centrum
282,Type,Ambitie
282,Level,Tactisch Niveau
282,Source,Beleidsplan Binnenstad (1993)
283,Theme,1. Openbare Ruimte Algemeen
283,Area,Centrum
283,Type,Ambitie
283,Level,Tactisch Niveau
283,Source,Beleidsplan Binnenstad (1993)
284,Theme,11. Openbare Verlichting
284,Area,Heel Amsterdam
284,Type,Uitgangspunt
284,Level,Tactisch Niveau
284,Source,Beleidskader Verlichting (2017)
285,Theme,11. Openbare Verlichting
285,Area,Heel Amsterdam
285,Type,Uitgangspunt
285,Level,Tactisch Niveau
285,Source,Beleidskader Verlichting (2017)
286,Theme,11. Openbare Verlichting
286,Area,Heel Amsterdam
286,Type,Uitgangspunt
286,Level,Tactisch Niveau
286,Source,Beleidskader Verlichting (2017)
287,Theme,11. Openbare Verlichting
287,Area,Heel Amsterdam
287,Type,Uitgangspunt
287,Level,Tactisch Niveau
287,Source,Beleidskader Verlichting (2017)
288,Theme,11. Openbare Verlichting
288,Area,Heel Amsterdam
288,Type,Randvoorwaarde
288,Level,Operationeel Niveau
288,Source,Beleidskader Verlichting (2017)
289,Theme,11. Openbare Verlichting
289,Area,Heel Amsterdam
289,Type,Randvoorwaarde
289,Level,Operationeel Niveau
289,Source,Beleidskader Verlichting (2017)
290,Theme,11. Openbare Verlichting
290,Area,Heel Amsterdam
290,Type,Randvoorwaarde
290,Level,Operationeel Niveau
290,Source,Beleidskader Verlichting (2017)
291,Theme,11. Openbare Verlichting
291,Area,Heel Amsterdam
291,Type,Randvoorwaarde
291,Level,Operationeel Niveau
291,Source,Beleidskader Verlichting (2017)
292,Theme,11. Openbare Verlichting
292,Theme,10. Straatmeubilair
292,Area,Heel Amsterdam
292,Type,Uitgangspunt
292,Level,Operationeel Niveau
292,Source,Beleidskader Verlichting (2017)
293,Theme,11. Openbare Verlichting
293,Theme,12. Groen
293,Area,Heel Amsterdam
293,Type,Uitgangspunt
293,Level,Operationeel Niveau
293,Source,Beleidskader Verlichting (2017)
294,Theme,11. Openbare Verlichting
294,Theme,12. Groen
294,Area,Heel Amsterdam
294,Type,Uitgangspunt
294,Level,Operationeel Niveau
294,Source,Beleidskader Verlichting (2017)
295,Theme,11. Openbare Verlichting
295,Area,Heel Amsterdam
295,Type,Randvoorwaarde
295,Level,Proces
295,Source,Beleidskader Verlichting (2017)
296,Theme,11. Openbare Verlichting
296,Area,Heel Amsterdam
296,Type,Randvoorwaarde
296,Level,Proces
296,Source,Beleidskader Verlichting (2017)
297,Theme,11. Openbare Verlichting
297,Area,Heel Amsterdam
297,Type,Randvoorwaarde
297,Level,Proces
297,Source,Beleidskader Verlichting (2017)
298,Theme,3. Netwerken & Profielen
298,Area,Heel Amsterdam
298,Type,Randvoorwaarde
298,Level,Strategisch Niveau
298,Source,Beleidskader Verkeersnetten (2018)
299,Theme,6. Openbaar Vervoer
299,Area,Heel Amsterdam
299,Type,Uitgangspunt
299,Level,Strategisch Niveau
299,Source,Beleidskader Verkeersnetten (2018)
300,Theme,6. Openbaar Vervoer
300,Area,Heel Amsterdam
300,Type,Uitgangspunt
300,Level,Strategisch Niveau
300,Source,Beleidskader Verkeersnetten (2018)
301,Theme,7. Auto
301,Area,Heel Amsterdam
301,Type,Uitgangspunt
301,Level,Strategisch Niveau
301,Source,Beleidskader Verkeersnetten (2018)
302,Theme,7. Auto
302,Area,Heel Amsterdam
302,Type,Uitgangspunt
302,Level,Strategisch Niveau
302,Source,Beleidskader Verkeersnetten (2018)
303,Theme,4. Voetganger
303,Area,Heel Amsterdam
303,Type,Uitgangspunt
303,Level,Strategisch Niveau
303,Source,Beleidskader Verkeersnetten (2018)
304,Theme,4. Voetganger
304,Area,Heel Amsterdam
304,Type,Uitgangspunt
304,Level,Strategisch Niveau
304,Source,Beleidskader Verkeersnetten (2018)
305,Theme,5. Fiets
305,Area,Heel Amsterdam
305,Type,Uitgangspunt
305,Level,Strategisch Niveau
305,Source,Beleidskader Verkeersnetten (2018)
306,Theme,5. Fiets
306,Area,Heel Amsterdam
306,Type,Uitgangspunt
306,Level,Strategisch Niveau
306,Source,Beleidskader Verkeersnetten (2018)
307,Theme,3. Netwerken & Profielen
307,Area,Heel Amsterdam
307,Type,Uitgangspunt
307,Level,Tactisch Niveau
307,Source,Beleidskader Verkeersnetten (2018)
308,Theme,3. Netwerken & Profielen
308,Area,Heel Amsterdam
308,Type,Uitgangspunt
308,Level,Tactisch Niveau
308,Source,Beleidskader Verkeersnetten (2018)
309,Theme,3. Netwerken & Profielen
309,Area,Heel Amsterdam
309,Type,Uitgangspunt
309,Level,Tactisch Niveau
309,Source,Beleidskader Verkeersnetten (2018)
310,Theme,3. Netwerken & Profielen
310,Area,Heel Amsterdam
310,Type,Uitgangspunt
310,Level,Tactisch Niveau
310,Source,Beleidskader Verkeersnetten (2018)
311,Theme,3. Netwerken & Profielen
311,Area,Heel Amsterdam
311,Type,Uitgangspunt
311,Level,Tactisch Niveau
311,Source,Beleidskader Verkeersnetten (2018)
312,Theme,3. Netwerken & Profielen
312,Area,Heel Amsterdam
312,Type,Uitgangspunt
312,Level,Tactisch Niveau
312,Source,Beleidskader Verkeersnetten (2018)
313,Theme,2. Structuur & Stedenbouwkunde
313,Area,Heel Amsterdam
313,Type,Randvoorwaarde
313,Level,Strategisch Niveau
313,Source,"Amsterdamse Referentienorm Voor Maatschappelijke Voorzieningen, Groen En Spelen (2018)"
314,Theme,12. Groen
314,Area,Heel Amsterdam
314,Type,Randvoorwaarde
314,Level,Tactisch Niveau
314,Source,"Amsterdamse Referentienorm Voor Maatschappelijke Voorzieningen, Groen En Spelen (2018)"
315,Theme,13. Sport & Spel
315,Area,Heel Amsterdam
315,Type,Randvoorwaarde
315,Level,Tactisch Niveau
315,Source,"Amsterdamse Referentienorm Voor Maatschappelijke Voorzieningen, Groen En Spelen (2018)"
316,Theme,13. Sport & Spel
316,Area,Heel Amsterdam
316,Type,Randvoorwaarde
316,Level,Tactisch Niveau
316,Source,"Amsterdamse Referentienorm Voor Maatschappelijke Voorzieningen, Groen En Spelen (2018)"
317,Theme,10. Straatmeubilair
317,Area,Heel Amsterdam
317,Type,Uitgangspunt
317,Level,Tactisch Niveau
317,Source,"Amsterdamse Referentienorm Voor Maatschappelijke Voorzieningen, Groen En Spelen (2018)"
318,Theme,12. Groen
318,Theme,2. Structuur & Stedenbouwkunde
318,Area,Heel Amsterdam
318,Type,Ambitie
318,Level,Strategisch Niveau
318,Source,Agenda Groen (2015)
319,Theme,12. Groen
319,Theme,2. Structuur & Stedenbouwkunde
319,Area,Heel Amsterdam
319,Type,Ambitie
319,Level,Strategisch Niveau
319,Source,Agenda Groen (2015)
320,Theme,12. Groen
320,Theme,2. Structuur & Stedenbouwkunde
320,Area,Heel Amsterdam
320,Type,Ambitie
320,Level,Strategisch Niveau
320,Source,Agenda Groen (2015)
321,Theme,12. Groen
321,Theme,2. Structuur & Stedenbouwkunde
321,Area,Heel Amsterdam
321,Type,Ambitie
321,Level,Strategisch Niveau
321,Source,Agenda Groen (2015)
322,Theme,12. Groen
322,Area,Heel Amsterdam
322,Type,Ambitie
322,Level,Tactisch Niveau
322,Source,Agenda Groen (2015)
323,Theme,12. Groen
323,Area,Heel Amsterdam
323,Type,Uitgangspunt
323,Level,Tactisch Niveau
323,Source,Agenda Groen (2015)
324,Theme,12. Groen
324,Theme,2. Structuur & Stedenbouwkunde
324,Area,Heel Amsterdam
324,Type,Uitgangspunt
324,Level,Tactisch Niveau
324,Source,Agenda Groen (2015)
325,Theme,12. Groen
325,Area,Heel Amsterdam
325,Type,Uitgangspunt
325,Level,Tactisch Niveau
325,Source,Agenda Groen (2015)
326,Theme,1. Openbare Ruimte Algemeen
326,Area,Heel Amsterdam
326,Type,Ambitie
326,Level,Strategisch Niveau
326,Source,Agenda Dieren (2015)
327,Theme,12. Groen
327,Area,Heel Amsterdam
327,Type,Ambitie
327,Level,Tactisch Niveau
327,Source,Agenda Dieren (2015)
328,Theme,13. Sport & Spel
328,Area,Heel Amsterdam
328,Type,Uitgangspunt
328,Level,Operationeel Niveau
328,Source,Agenda Dieren (2015)
329,Theme,12. Groen
329,Area,Heel Amsterdam
329,Type,Uitgangspunt
329,Level,Operationeel Niveau
329,Source,Agenda Dieren (2015)
330,Theme,9. Verhardingen
330,Theme,12. Groen
330,Area,Heel Amsterdam
330,Type,Uitgangspunt
330,Level,Operationeel Niveau
330,Source,Agenda Dieren (2015)
331,Theme,1. Openbare Ruimte Algemeen
331,Area,Heel Amsterdam
331,Type,Ambitie
331,Level,Strategisch Niveau
331,Source,Actieplan Age Friendly City (2017)
332,Theme,1. Openbare Ruimte Algemeen
332,Area,Heel Amsterdam
332,Type,Uitgangspunt
332,Level,Tactisch Niveau
332,Source,1 Amsterdam Heel & Schoon (2017)
333,Theme,9. Verhardingen
333,Area,Heel Amsterdam
333,Type,Uitgangspunt
333,Level,Tactisch Niveau
333,Source,1 Amsterdam Heel & Schoon (2017)
334,Theme,14. Water & Oevers
334,Area,West
334,Type,Advies
334,Level,Operationeel Niveau
334,Source,"(Voormalig) Hior Westerpark (2006, Vervallen 2016)"
335,Theme,14. Water & Oevers
335,Area,West
335,Type,Advies
335,Level,Operationeel Niveau
335,Source,"(Voormalig) Hior Westerpark (2006, Vervallen 2016)"
336,Theme,10. Straatmeubilair
336,Area,West
336,Type,Advies
336,Level,Operationeel Niveau
336,Source,"(Voormalig) Hior Westerpark (2006, Vervallen 2016)"
337,Theme,2. Structuur & Stedenbouwkunde
337,Theme,1. Openbare Ruimte Algemeen
337,Area,Oost
337,Type,Advies
337,Level,Strategisch Niveau
337,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
338,Theme,2. Structuur & Stedenbouwkunde
338,Theme,1. Openbare Ruimte Algemeen
338,Area,Oost
338,Type,Advies
338,Level,Strategisch Niveau
338,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
339,Theme,2. Structuur & Stedenbouwkunde
339,Theme,1. Openbare Ruimte Algemeen
339,Area,Oost
339,Type,Advies
339,Level,Tactisch Niveau
339,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
340,Theme,2. Structuur & Stedenbouwkunde
340,Theme,1. Openbare Ruimte Algemeen
340,Area,Oost
340,Type,Advies
340,Level,Tactisch Niveau
340,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
341,Theme,2. Structuur & Stedenbouwkunde
341,Theme,1. Openbare Ruimte Algemeen
341,Area,Oost
341,Type,Advies
341,Level,Tactisch Niveau
341,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
342,Theme,1. Openbare Ruimte Algemeen
342,Area,Oost
342,Type,Advies
342,Level,Tactisch Niveau
342,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
343,Theme,14. Water & Oevers
343,Area,Oost
343,Type,Advies
343,Level,Tactisch Niveau
343,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
344,Theme,1. Openbare Ruimte Algemeen
344,Area,Oost
344,Type,Advies
344,Level,Tactisch Niveau
344,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
345,Theme,12. Groen
345,Area,Oost
345,Type,Advies
345,Level,Operationeel Niveau
345,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
346,Theme,14. Water & Oevers
346,Area,Oost
346,Type,Advies
346,Level,Operationeel Niveau
346,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
347,Theme,14. Water & Oevers
347,Area,Oost
347,Type,Advies
347,Level,Operationeel Niveau
347,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
348,Theme,14. Water & Oevers
348,Area,Oost
348,Type,Advies
348,Level,Operationeel Niveau
348,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
349,Theme,10. Straatmeubilair
349,Area,Oost
349,Type,Advies
349,Level,Operationeel Niveau
349,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
350,Theme,10. Straatmeubilair
350,Area,Oost
350,Type,Advies
350,Level,Operationeel Niveau
350,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
351,Theme,10. Straatmeubilair
351,Area,Oost
351,Type,Advies
351,Level,Operationeel Niveau
351,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
352,Theme,10. Straatmeubilair
352,Area,Oost
352,Type,Advies
352,Level,Operationeel Niveau
352,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
353,Theme,10. Straatmeubilair
353,Area,Oost
353,Type,Advies
353,Level,Operationeel Niveau
353,Source,"(Voormalig) Hior Oost (2012, Vervallen 2016)"
354,Theme,2. Structuur & Stedenbouwkunde
354,Area,Nieuw-West
354,Type,Advies
354,Level,Strategisch Niveau
354,Source,"(Voormalig) Hior Nieuw-West, Deel I (2011, Vervallen 2016)"
355,Theme,2. Structuur & Stedenbouwkunde
355,Area,Nieuw-West
355,Type,Advies
355,Level,Operationeel Niveau
355,Source,"(Voormalig) Hior Nieuw-West, Deel I (2011, Vervallen 2016)"
356,Theme,10. Straatmeubilair
356,Area,Nieuw-West
356,Type,Advies
356,Level,Operationeel Niveau
356,Source,"(Voormalig) Hior Nieuw-West, Deel I (2011, Vervallen 2016)"
357,Theme,13. Sport & Spel
357,Area,Nieuw-West
357,Type,Advies
357,Level,Operationeel Niveau
357,Source,"(Voormalig) Hior Nieuw-West, Deel I (2011, Vervallen 2016)"
358,Theme,9. Verhardingen
358,Area,Noord
358,Type,Advies
358,Level,Operationeel Niveau
358,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
359,Theme,9. Verhardingen
359,Area,Noord
359,Type,Advies
359,Level,Operationeel Niveau
359,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
360,Theme,8. Parkeren - Auto
360,Area,Noord
360,Type,Advies
360,Level,Operationeel Niveau
360,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
361,Theme,14. Water & Oevers
361,Area,Noord
361,Type,Advies
361,Level,Operationeel Niveau
361,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
362,Theme,14. Water & Oevers
362,Area,Noord
362,Type,Advies
362,Level,Operationeel Niveau
362,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
363,Theme,14. Water & Oevers
363,Area,Noord
363,Type,Advies
363,Level,Operationeel Niveau
363,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
364,Theme,14. Water & Oevers
364,Area,Noord
364,Type,Advies
364,Level,Operationeel Niveau
364,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
365,Theme,14. Water & Oevers
365,Area,Noord
365,Type,Advies
365,Level,Operationeel Niveau
365,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
366,Theme,10. Straatmeubilair
366,Area,Noord
366,Type,Advies
366,Level,Operationeel Niveau
366,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
367,Theme,10. Straatmeubilair
367,Area,Noord
367,Type,Advies
367,Level,Operationeel Niveau
367,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
368,Theme,10. Straatmeubilair
368,Area,Noord
368,Type,Advies
368,Level,Operationeel Niveau
368,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
369,Theme,10. Straatmeubilair
369,Area,Noord
369,Type,Advies
369,Level,Operationeel Niveau
369,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
370,Theme,10. Straatmeubilair
370,Area,Noord
370,Type,Advies
370,Level,Operationeel Niveau
370,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
371,Theme,10. Straatmeubilair
371,Area,Noord
371,Type,Advies
371,Level,Operationeel Niveau
371,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
372,Theme,13. Sport & Spel
372,Area,Noord
372,Type,Advies
372,Level,Operationeel Niveau
372,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
373,Theme,13. Sport & Spel
373,Area,Noord
373,Type,Advies
373,Level,Operationeel Niveau
373,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
374,Theme,13. Sport & Spel
374,Area,Noord
374,Type,Advies
374,Level,Operationeel Niveau
374,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
375,Theme,13. Sport & Spel
375,Area,Noord
375,Type,Advies
375,Level,Operationeel Niveau
375,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
376,Theme,13. Sport & Spel
376,Area,Noord
376,Type,Advies
376,Level,Operationeel Niveau
376,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
377,Theme,10. Straatmeubilair
377,Area,Noord
377,Type,Advies
377,Level,Operationeel Niveau
377,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
378,Theme,13. Sport & Spel
378,Area,Noord
378,Type,Advies
378,Level,Proces
378,Source,"(Voormalig) Hbor Noord (2015, Vervallen 2016)"
379,Theme,1. Openbare Ruimte Algemeen
379,Area,Zuidoost
379,Type,Advies
379,Level,Strategisch Niveau
379,Source,"(Voormalig) Hbior Zuidoost (2011, Vervallen 2016)"
380,Theme,10. Straatmeubilair
380,Area,Zuidoost
380,Type,Advies
380,Level,Operationeel Niveau
380,Source,"(Voormalig) Hbior Zuidoost (2011, Vervallen 2016)"
381,Theme,1. Openbare Ruimte Algemeen
381,Theme,2. Structuur & Stedenbouwkunde
381,Area,Zuid
381,Type,Advies
381,Level,Strategisch Niveau
381,Source,"(Voormalig) Buitengewoon Goed Zuid (2014, Vervallen 2016)"
382,Theme,1. Openbare Ruimte Algemeen
382,Theme,2. Structuur & Stedenbouwkunde
382,Area,Zuid
382,Type,Advies
382,Level,Tactisch Niveau
382,Source,"(Voormalig) Buitengewoon Goed Zuid (2014, Vervallen 2016)"
384,Theme,12. Groen
384,Area,West
384,Type,Ambitie
384,Level,Tactisch Niveau
384,Source,Structuurplan Voor Groen In West (2012)
385,Theme,12. Groen
385,Area,West
385,Type,Ambitie
385,Level,Tactisch Niveau
385,Source,Structuurplan Voor Groen In West (2012)
386,Theme,12. Groen
386,Area,West
386,Type,Ambitie
386,Level,Tactisch Niveau
386,Source,Structuurplan Voor Groen In West (2012)
387,Theme,12. Groen
387,Area,West
387,Type,Ambitie
387,Level,Tactisch Niveau
387,Source,Structuurplan Voor Groen In West (2012)
388,Theme,12. Groen
388,Area,West
388,Type,Ambitie
388,Level,Tactisch Niveau
388,Source,Structuurplan Voor Groen In West (2012)
389,Theme,12. Groen
389,Area,West
389,Type,Ambitie
389,Level,Strategisch Niveau
389,Source,Structuurplan Voor Groen In West (2012)
390,Theme,7. Auto
390,Area,Heel Amsterdam
390,Type,Uitgangspunt
390,Level,Strategisch Niveau
390,Source,Notitie Touringcarbeleid Amsterdam 2012-2020 (2012)
391,Theme,7. Auto
391,Area,Heel Amsterdam
391,Type,Uitgangspunt
391,Level,Tactisch Niveau
391,Source,Notitie Touringcarbeleid Amsterdam 2012-2020 (2012)
392,Theme,7. Auto
392,Area,Heel Amsterdam
392,Type,Uitgangspunt
392,Level,Tactisch Niveau
392,Source,Notitie Touringcarbeleid Amsterdam 2012-2020 (2012)
393,Theme,7. Auto
393,Area,Heel Amsterdam
393,Type,Uitgangspunt
393,Level,Tactisch Niveau
393,Source,Notitie Touringcarbeleid Amsterdam 2012-2020 (2012)
394,Theme,7. Auto
394,Area,Heel Amsterdam
394,Type,Uitgangspunt
394,Level,Tactisch Niveau
394,Source,Notitie Touringcarbeleid Amsterdam 2012-2020 (2012)
395,Theme,7. Auto
395,Area,Heel Amsterdam
395,Type,Uitgangspunt
395,Level,Tactisch Niveau
395,Source,Notitie Touringcarbeleid Amsterdam 2012-2020 (2012)
396,Theme,1. Openbare Ruimte Algemeen
396,Area,Heel Amsterdam
396,Type,Randvoorwaarde
396,Level,Operationeel Niveau
396,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
397,Theme,1. Openbare Ruimte Algemeen
397,Theme,9. Verhardingen
397,Area,Heel Amsterdam
397,Type,Randvoorwaarde
397,Level,Operationeel Niveau
397,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
398,Theme,9. Verhardingen
398,Area,Heel Amsterdam
398,Type,Uitgangspunt
398,Level,Operationeel Niveau
398,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
399,Theme,9. Verhardingen
399,Theme,3. Netwerken & Profielen
399,Area,Heel Amsterdam
399,Type,Uitgangspunt
399,Level,Operationeel Niveau
399,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
400,Theme,9. Verhardingen
400,Theme,3. Netwerken & Profielen
400,Area,Heel Amsterdam
400,Type,Uitgangspunt
400,Level,Operationeel Niveau
400,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
401,Theme,9. Verhardingen
401,Area,Heel Amsterdam
401,Type,Uitgangspunt
401,Level,Operationeel Niveau
401,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
402,Theme,9. Verhardingen
402,Theme,3. Netwerken & Profielen
402,Area,Heel Amsterdam
402,Type,Uitgangspunt
402,Level,Operationeel Niveau
402,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
403,Theme,9. Verhardingen
403,Theme,3. Netwerken & Profielen
403,Area,Heel Amsterdam
403,Type,Uitgangspunt
403,Level,Operationeel Niveau
403,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
404,Theme,9. Verhardingen
404,Theme,3. Netwerken & Profielen
404,Area,Heel Amsterdam
404,Type,Uitgangspunt
404,Level,Operationeel Niveau
404,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
405,Theme,9. Verhardingen
405,Theme,3. Netwerken & Profielen
405,Area,Heel Amsterdam
405,Type,Uitgangspunt
405,Level,Operationeel Niveau
405,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
406,Theme,9. Verhardingen
406,Area,Heel Amsterdam
406,Type,Uitgangspunt
406,Level,Operationeel Niveau
406,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
407,Theme,9. Verhardingen
407,Area,Heel Amsterdam
407,Type,Uitgangspunt
407,Level,Operationeel Niveau
407,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
408,Theme,11. Openbare Verlichting
408,Area,Centrum
408,Type,Uitgangspunt
408,Level,Operationeel Niveau
408,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
409,Theme,10. Straatmeubilair
409,Area,Heel Amsterdam
409,Type,Uitgangspunt
409,Level,Operationeel Niveau
409,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
410,Theme,10. Straatmeubilair
410,Area,Heel Amsterdam
410,Type,Uitgangspunt
410,Level,Operationeel Niveau
410,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
411,Theme,10. Straatmeubilair
411,Theme,5. Fiets
411,Area,Heel Amsterdam
411,Type,Uitgangspunt
411,Level,Operationeel Niveau
411,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
412,Theme,10. Straatmeubilair
412,Area,Heel Amsterdam
412,Type,Uitgangspunt
412,Level,Operationeel Niveau
412,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
413,Theme,10. Straatmeubilair
413,Area,Heel Amsterdam
413,Type,Uitgangspunt
413,Level,Operationeel Niveau
413,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
414,Theme,10. Straatmeubilair
414,Area,Heel Amsterdam
414,Type,Uitgangspunt
414,Level,Operationeel Niveau
414,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
415,Theme,10. Straatmeubilair
415,Area,Heel Amsterdam
415,Type,Uitgangspunt
415,Level,Operationeel Niveau
415,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
416,Theme,10. Straatmeubilair
416,Area,Heel Amsterdam
416,Type,Uitgangspunt
416,Level,Operationeel Niveau
416,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
417,Theme,10. Straatmeubilair
417,Area,Heel Amsterdam
417,Type,Uitgangspunt
417,Level,Operationeel Niveau
417,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
418,Theme,11. Openbare Verlichting
418,Area,Heel Amsterdam
418,Type,Uitgangspunt
418,Level,Operationeel Niveau
418,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
419,Theme,10. Straatmeubilair
419,Area,Heel Amsterdam
419,Type,Uitgangspunt
419,Level,Operationeel Niveau
419,Source,"Handboek Rood, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
420,Theme,1. Openbare Ruimte Algemeen
420,Theme,9. Verhardingen
420,Theme,15. Civiele Constructies & Tunnels
420,Area,Heel Amsterdam
420,Type,Uitgangspunt
420,Level,Proces
420,Source,Pbi 2019 (2019)
421,Theme,9. Verhardingen
421,Theme,15. Civiele Constructies & Tunnels
421,Area,Heel Amsterdam
421,Type,Uitgangspunt
421,Level,Proces
421,Source,Pbi 2019 (2019)
422,Theme,9. Verhardingen
422,Theme,15. Civiele Constructies & Tunnels
422,Area,Heel Amsterdam
422,Type,Uitgangspunt
422,Level,Proces
422,Source,Pbi 2019 (2019)
423,Theme,9. Verhardingen
423,Theme,15. Civiele Constructies & Tunnels
423,Area,Heel Amsterdam
423,Type,Uitgangspunt
423,Level,Proces
423,Source,Pbi 2019 (2019)
424,Theme,9. Verhardingen
424,Theme,15. Civiele Constructies & Tunnels
424,Area,Heel Amsterdam
424,Type,Uitgangspunt
424,Level,Proces
424,Source,Pbi 2019 (2019)
425,Theme,9. Verhardingen
425,Theme,15. Civiele Constructies & Tunnels
425,Area,Heel Amsterdam
425,Type,Uitgangspunt
425,Level,Proces
425,Source,Pbi 2019 (2019)
426,Theme,1. Openbare Ruimte Algemeen
426,Area,Heel Amsterdam
426,Type,Uitgangspunt
426,Level,Strategisch Niveau
426,Source,Beleidskader Puccinimethode (2018)
427,Theme,9. Verhardingen
427,Area,Heel Amsterdam
427,Type,Uitgangspunt
427,Level,Tactisch Niveau
427,Source,Beleidskader Puccinimethode (2018)
428,Theme,9. Verhardingen
428,Area,Heel Amsterdam
428,Type,Uitgangspunt
428,Level,Tactisch Niveau
428,Source,Beleidskader Puccinimethode (2018)
