item_id,name,value
429,Theme,10. Straatmeubilair
429,Area,Heel Amsterdam
429,Type,Uitgangspunt
429,Level,Tactisch Niveau
429,Source,Beleidskader Puccinimethode (2018)
430,Theme,12. Groen
430,Area,Heel Amsterdam
430,Type,Randvoorwaarde
430,Level,Tactisch Niveau
430,Source,Beleidskader Puccinimethode (2018)
431,Theme,12. Groen
431,Area,Heel Amsterdam
431,Type,Randvoorwaarde
431,Level,Tactisch Niveau
431,Source,Beleidskader Puccinimethode (2018)
432,Theme,12. Groen
432,Area,Heel Amsterdam
432,Type,Uitgangspunt
432,Level,Tactisch Niveau
432,Source,Beleidskader Puccinimethode (2018)
433,Theme,12. Groen
433,Area,Heel Amsterdam
433,Type,Randvoorwaarde
433,Level,Tactisch Niveau
433,Source,Beleidskader Puccinimethode (2018)
434,Theme,12. Groen
434,Area,Heel Amsterdam
434,Type,Randvoorwaarde
434,Level,Tactisch Niveau
434,Source,Beleidskader Puccinimethode (2018)
435,Theme,12. Groen
435,Area,Heel Amsterdam
435,Type,Randvoorwaarde
435,Level,Tactisch Niveau
435,Source,Beleidskader Puccinimethode (2018)
436,Theme,12. Groen
436,Area,Heel Amsterdam
436,Type,Randvoorwaarde
436,Level,Tactisch Niveau
436,Source,Beleidskader Puccinimethode (2018)
437,Theme,12. Groen
437,Area,Heel Amsterdam
437,Type,Randvoorwaarde
437,Level,Tactisch Niveau
437,Source,Beleidskader Puccinimethode (2018)
438,Theme,12. Groen
438,Area,Heel Amsterdam
438,Type,Randvoorwaarde
438,Level,Tactisch Niveau
438,Source,Beleidskader Puccinimethode (2018)
439,Theme,12. Groen
439,Area,Heel Amsterdam
439,Type,Randvoorwaarde
439,Level,Operationeel Niveau
439,Source,Beleidskader Puccinimethode (2018)
440,Theme,12. Groen
440,Area,Heel Amsterdam
440,Type,Randvoorwaarde
440,Level,Operationeel Niveau
440,Source,Beleidskader Puccinimethode (2018)
441,Theme,14. Water & Oevers
441,Area,Heel Amsterdam
441,Type,Randvoorwaarde
441,Level,Operationeel Niveau
441,Source,Beleidskader Puccinimethode (2018)
442,Theme,1. Openbare Ruimte Algemeen
442,Theme,10. Straatmeubilair
442,Theme,9. Verhardingen
442,Area,Heel Amsterdam
442,Type,Uitgangspunt
442,Level,Operationeel Niveau
442,Source,Beleidskader Puccinimethode (2018)
443,Theme,9. Verhardingen
443,Area,Heel Amsterdam
443,Type,Uitgangspunt
443,Level,Operationeel Niveau
443,Source,Beleidskader Puccinimethode (2018)
444,Theme,9. Verhardingen
444,Theme,4. Voetganger
444,Area,Heel Amsterdam
444,Type,Uitgangspunt
444,Level,Operationeel Niveau
444,Source,Beleidskader Puccinimethode (2018)
445,Theme,9. Verhardingen
445,Theme,5. Fiets
445,Area,Heel Amsterdam
445,Type,Uitgangspunt
445,Level,Operationeel Niveau
445,Source,Beleidskader Puccinimethode (2018)
446,Theme,9. Verhardingen
446,Theme,6. Openbaar Vervoer
446,Area,Heel Amsterdam
446,Type,Uitgangspunt
446,Level,Operationeel Niveau
446,Source,Beleidskader Puccinimethode (2018)
447,Theme,9. Verhardingen
447,Theme,7. Auto
447,Area,Heel Amsterdam
447,Type,Uitgangspunt
447,Level,Operationeel Niveau
447,Source,Beleidskader Puccinimethode (2018)
448,Theme,9. Verhardingen
448,Theme,5. Fiets
448,Area,Heel Amsterdam
448,Type,Uitgangspunt
448,Level,Operationeel Niveau
448,Source,Beleidskader Puccinimethode (2018)
449,Theme,8. Parkeren - Auto
449,Area,Heel Amsterdam
449,Type,Uitgangspunt
449,Level,Operationeel Niveau
449,Source,Beleidskader Puccinimethode (2018)
450,Theme,9. Verhardingen
450,Area,Heel Amsterdam
450,Type,Uitgangspunt
450,Level,Operationeel Niveau
450,Source,Beleidskader Puccinimethode (2018)
451,Theme,10. Straatmeubilair
451,Area,Heel Amsterdam
451,Type,Uitgangspunt
451,Level,Operationeel Niveau
451,Source,Beleidskader Puccinimethode (2018)
452,Theme,12. Groen
452,Area,Heel Amsterdam
452,Type,Uitgangspunt
452,Level,Operationeel Niveau
452,Source,Beleidskader Puccinimethode (2018)
453,Theme,12. Groen
453,Area,Heel Amsterdam
453,Type,Uitgangspunt
453,Level,Operationeel Niveau
453,Source,Beleidskader Puccinimethode (2018)
454,Theme,12. Groen
454,Area,Heel Amsterdam
454,Type,Uitgangspunt
454,Level,Operationeel Niveau
454,Source,Beleidskader Puccinimethode (2018)
455,Theme,12. Groen
455,Area,Heel Amsterdam
455,Type,Uitgangspunt
455,Level,Operationeel Niveau
455,Source,Beleidskader Puccinimethode (2018)
456,Theme,12. Groen
456,Area,Heel Amsterdam
456,Type,Uitgangspunt
456,Level,Operationeel Niveau
456,Source,Beleidskader Puccinimethode (2018)
457,Theme,1. Openbare Ruimte Algemeen
457,Area,Heel Amsterdam
457,Type,Randvoorwaarde
457,Level,Operationeel Niveau
457,Source,Beleidskader Puccinimethode (2018)
458,Theme,1. Openbare Ruimte Algemeen
458,Area,Heel Amsterdam
458,Type,Randvoorwaarde
458,Level,Proces
458,Source,Beleidskader Puccinimethode (2018)
459,Theme,1. Openbare Ruimte Algemeen
459,Area,Heel Amsterdam
459,Type,Randvoorwaarde
459,Level,Proces
459,Source,Beleidskader Puccinimethode (2018)
460,Theme,1. Openbare Ruimte Algemeen
460,Area,Heel Amsterdam
460,Type,Randvoorwaarde
460,Level,Proces
460,Source,Beleidskader Puccinimethode (2018)
461,Theme,1. Openbare Ruimte Algemeen
461,Area,Heel Amsterdam
461,Type,Randvoorwaarde
461,Level,Proces
461,Source,Beleidskader Puccinimethode (2018)
462,Theme,1. Openbare Ruimte Algemeen
462,Area,Heel Amsterdam
462,Type,Randvoorwaarde
462,Level,Proces
462,Source,Beleidskader Puccinimethode (2018)
463,Theme,1. Openbare Ruimte Algemeen
463,Area,Heel Amsterdam
463,Type,Uitgangspunt
463,Level,Proces
463,Source,Beleidskader Puccinimethode (2018)
464,Theme,11. Openbare Verlichting
464,Area,Heel Amsterdam
464,Type,Uitgangspunt
464,Level,Proces
464,Source,Beleidskader Puccinimethode (2018)
465,Theme,12. Groen
465,Area,Heel Amsterdam
465,Type,Uitgangspunt
465,Level,Operationeel Niveau
465,Source,"Handboek Groen, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
466,Theme,12. Groen
466,Area,Heel Amsterdam
466,Type,Uitgangspunt
466,Level,Operationeel Niveau
466,Source,"Handboek Groen, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
467,Theme,12. Groen
467,Area,Heel Amsterdam
467,Type,Uitgangspunt
467,Level,Operationeel Niveau
467,Source,"Handboek Groen, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
468,Theme,12. Groen
468,Area,Heel Amsterdam
468,Type,Uitgangspunt
468,Level,Operationeel Niveau
468,Source,"Handboek Groen, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
469,Theme,12. Groen
469,Area,Heel Amsterdam
469,Type,Uitgangspunt
469,Level,Operationeel Niveau
469,Source,"Handboek Groen, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
470,Theme,12. Groen
470,Area,Heel Amsterdam
470,Type,Uitgangspunt
470,Level,Operationeel Niveau
470,Source,"Handboek Groen, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
471,Theme,12. Groen
471,Area,Heel Amsterdam
471,Type,Uitgangspunt
471,Level,Operationeel Niveau
471,Source,"Handboek Groen, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
472,Theme,12. Groen
472,Area,Heel Amsterdam
472,Type,Uitgangspunt
472,Level,Operationeel Niveau
472,Source,"Handboek Groen, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
473,Theme,12. Groen
473,Area,Heel Amsterdam
473,Type,Uitgangspunt
473,Level,Operationeel Niveau
473,Source,"Handboek Groen, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
474,Theme,12. Groen
474,Theme,14. Water & Oevers
474,Area,Heel Amsterdam
474,Type,Uitgangspunt
474,Level,Operationeel Niveau
474,Source,"Handboek Groen, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
475,Theme,12. Groen
475,Area,Heel Amsterdam
475,Type,Ambitie
475,Level,Operationeel Niveau
475,Source,"Handboek Groen, Standaard Voor Het Amsterdamse Straatbeeld (Puccinimethode) (2021)"
476,Theme,1. Openbare Ruimte Algemeen
476,Theme,9. Verhardingen
476,Area,Heel Amsterdam
476,Type,Randvoorwaarde
476,Level,Tactisch Niveau
476,Source,Inrichtingsprincipes Rookvrije Zones (2020)
477,Theme,1. Openbare Ruimte Algemeen
477,Theme,3. Netwerken & Profielen
477,Area,Heel Amsterdam
477,Type,Ambitie
477,Level,Strategisch Niveau
477,Source,Agenda Amsterdam Autoluw (2020)
478,Theme,1. Openbare Ruimte Algemeen
478,Theme,3. Netwerken & Profielen
478,Area,Heel Amsterdam
478,Type,Ambitie
478,Level,Strategisch Niveau
478,Source,Agenda Amsterdam Autoluw (2020)
479,Theme,1. Openbare Ruimte Algemeen
479,Theme,3. Netwerken & Profielen
479,Theme,4. Voetganger
479,Area,Heel Amsterdam
479,Type,Ambitie
479,Level,Strategisch Niveau
479,Source,Agenda Amsterdam Autoluw (2020)
480,Theme,1. Openbare Ruimte Algemeen
480,Theme,3. Netwerken & Profielen
480,Area,Heel Amsterdam
480,Type,Ambitie
480,Level,Strategisch Niveau
480,Source,Agenda Amsterdam Autoluw (2020)
481,Theme,1. Openbare Ruimte Algemeen
481,Theme,3. Netwerken & Profielen
481,Area,Heel Amsterdam
481,Type,Ambitie
481,Level,Strategisch Niveau
481,Source,Agenda Amsterdam Autoluw (2020)
482,Theme,10. Straatmeubilair
482,Theme,9. Verhardingen
482,Area,Heel Amsterdam
482,Type,Advies
482,Level,Operationeel Niveau
482,Source,Richtlijn Voor Het Aanbrengen Van Gedenktekens In De Openbare Ruimte (2021)
483,Theme,10. Straatmeubilair
483,Theme,9. Verhardingen
483,Area,Heel Amsterdam
483,Type,Advies
483,Level,Operationeel Niveau
483,Source,Richtlijn Voor Het Aanbrengen Van Gedenktekens In De Openbare Ruimte (2021)
484,Theme,10. Straatmeubilair
484,Theme,9. Verhardingen
484,Area,Heel Amsterdam
484,Type,Advies
484,Level,Proces
484,Source,Richtlijn Voor Het Aanbrengen Van Gedenktekens In De Openbare Ruimte (2021)
485,Theme,3. Netwerken & Profielen
485,Area,Heel Amsterdam
485,Type,Advies
485,Level,Tactisch Niveau
485,Source,Afwegingskader Inrichting Van Autovrije Gebieden En Paaltjes (2021)
486,Theme,3. Netwerken & Profielen
486,Theme,10. Straatmeubilair
486,Area,Heel Amsterdam
486,Type,Advies
486,Level,Operationeel Niveau
486,Source,Afwegingskader Inrichting Van Autovrije Gebieden En Paaltjes (2021)
487,Theme,3. Netwerken & Profielen
487,Theme,10. Straatmeubilair
487,Area,Heel Amsterdam
487,Type,Advies
487,Level,Operationeel Niveau
487,Source,Afwegingskader Inrichting Van Autovrije Gebieden En Paaltjes (2021)
488,Theme,3. Netwerken & Profielen
488,Theme,10. Straatmeubilair
488,Area,Heel Amsterdam
488,Type,Advies
488,Level,Operationeel Niveau
488,Source,Afwegingskader Inrichting Van Autovrije Gebieden En Paaltjes (2021)
489,Theme,5. Fiets
489,Area,Heel Amsterdam
489,Type,Randvoorwaarde
489,Level,Tactisch Niveau
489,Source,"Afwegingskader Fietsstraten, Fietspaden En Fietsstroken (2020)"
490,Theme,5. Fiets
490,Area,Heel Amsterdam
490,Type,Uitgangspunt
490,Level,Operationeel Niveau
490,Source,"Afwegingskader Fietsstraten, Fietspaden En Fietsstroken (2020)"
491,Theme,10. Straatmeubilair
491,Area,Heel Amsterdam
491,Type,Advies
491,Level,Operationeel Niveau
491,Source,Afwegingskader Geldautomaten (2019)
492,Theme,12. Groen
492,Area,Heel Amsterdam
492,Type,Uitgangspunt
492,Level,Tactisch Niveau
492,Source,Kader Hondenlosloopgebieden (2021)
493,Theme,12. Groen
493,Area,Heel Amsterdam
493,Type,Uitgangspunt
493,Level,Operationeel Niveau
493,Source,Kader Hondenlosloopgebieden (2021)
494,Theme,12. Groen
494,Area,Heel Amsterdam
494,Type,Uitgangspunt
494,Level,Operationeel Niveau
494,Source,Kader Hondenlosloopgebieden (2021)
495,Theme,12. Groen
495,Area,Heel Amsterdam
495,Type,Uitgangspunt
495,Level,Operationeel Niveau
495,Source,Kader Hondenlosloopgebieden (2021)
496,Theme,12. Groen
496,Area,Zuid
496,Type,Ambitie
496,Level,Strategisch Niveau
496,Source,Bosplan 2020 - 2030 (2021)
497,Theme,14. Water & Oevers
497,Theme,13. Sport & Spel
497,Area,Heel Amsterdam
497,Type,Advies
497,Level,Tactisch Niveau
497,Source,Ambtelijk Handboek Zwemmen En Zomerrecreatie Aan Het Water (2022)
498,Theme,14. Water & Oevers
498,Theme,13. Sport & Spel
498,Area,Heel Amsterdam
498,Type,Advies
498,Level,Operationeel Niveau
498,Source,Ambtelijk Handboek Zwemmen En Zomerrecreatie Aan Het Water (2022)
499,Theme,14. Water & Oevers
499,Theme,13. Sport & Spel
499,Area,Heel Amsterdam
499,Type,Advies
499,Level,Operationeel Niveau
499,Source,Ambtelijk Handboek Zwemmen En Zomerrecreatie Aan Het Water (2022)
500,Theme,3. Netwerken & Profielen
500,Area,Heel Amsterdam
500,Type,Uitgangspunt
500,Level,Tactisch Niveau
500,Source,Amsterdam Veilig En Leefbaar - 30 Km Per Uur In De Stad (2021)
501,Theme,3. Netwerken & Profielen
501,Area,Heel Amsterdam
501,Type,Uitgangspunt
501,Level,Tactisch Niveau
501,Source,Amsterdam Veilig En Leefbaar - 30 Km Per Uur In De Stad (2021)
502,Theme,3. Netwerken & Profielen
502,Area,Heel Amsterdam
502,Type,Uitgangspunt
502,Level,Operationeel Niveau
502,Source,Amsterdam Veilig En Leefbaar - 30 Km Per Uur In De Stad (2021)
503,Theme,1. Openbare Ruimte Algemeen
503,Theme,12. Groen
503,Area,Heel Amsterdam
503,Type,Advies
503,Level,Operationeel Niveau
503,Source,Protocol Japanse Duizendknoop (2022)
504,Theme,10. Straatmeubilair
504,Area,Heel Amsterdam
504,Type,Advies
504,Level,Operationeel Niveau
504,Source,Bordengids (2022)
505,Theme,12. Groen
505,Area,Heel Amsterdam
505,Type,Randvoorwaarde
505,Level,Tactisch Niveau
505,Source,Amsterdamse Gedragscode Flora En Fauna (2023)
506,Theme,12. Groen
506,Area,Heel Amsterdam
506,Type,Randvoorwaarde
506,Level,Tactisch Niveau
506,Source,Amsterdamse Gedragscode Flora En Fauna (2023)
507,Theme,12. Groen
507,Area,Heel Amsterdam
507,Type,Uitgangspunt
507,Level,Tactisch Niveau
507,Source,Amsterdamse Gedragscode Flora En Fauna (2023)
508,Theme,12. Groen
508,Theme,14. Water & Oevers
508,Area,Heel Amsterdam
508,Type,Randvoorwaarde
508,Level,Operationeel Niveau
508,Source,Amsterdamse Gedragscode Flora En Fauna (2023)
509,Theme,17. Kunst
509,Area,Heel Amsterdam
509,Type,Ambitie
509,Level,Strategisch Niveau
509,Source,Uitvoeringskader Kunst In De Openbare Ruimte (2018)
510,Theme,17. Kunst
510,Area,Heel Amsterdam
510,Type,Ambitie
510,Level,Tactisch Niveau
510,Source,Uitvoeringskader Kunst In De Openbare Ruimte (2018)
512,Theme,17. Kunst
512,Area,Heel Amsterdam
512,Type,Randvoorwaarde
512,Level,Operationeel Niveau
512,Source,Uitvoeringskader Kunst In De Openbare Ruimte (2018)
514,Theme,17. Kunst
514,Area,Heel Amsterdam
514,Type,Randvoorwaarde
514,Level,Proces
514,Source,Uitvoeringskader Kunst In De Openbare Ruimte (2018)
515,Theme,17. Kunst
515,Area,Heel Amsterdam
515,Type,Randvoorwaarde
515,Level,Proces
515,Source,Uitvoeringskader Kunst In De Openbare Ruimte (2018)
516,Theme,17. Kunst
516,Area,Heel Amsterdam
516,Type,Uitgangspunt
516,Level,Proces
516,Source,Uitvoeringskader Kunst In De Openbare Ruimte (2018)
517,Theme,17. Kunst
517,Area,Heel Amsterdam
517,Type,Uitgangspunt
517,Level,Proces
517,Source,Uitvoeringskader Kunst In De Openbare Ruimte (2018)
518,Theme,17. Kunst
518,Area,Heel Amsterdam
518,Type,Uitgangspunt
518,Level,Proces
518,Source,Uitvoeringskader Kunst In De Openbare Ruimte (2018)
519,Theme,17. Kunst
519,Area,Heel Amsterdam
519,Type,Randvoorwaarde
519,Level,Proces
519,Source,Uitvoeringskader Kunst In De Openbare Ruimte (2018)
520,Theme,17. Kunst
520,Area,Heel Amsterdam
520,Type,Randvoorwaarde
520,Level,Proces
520,Source,Percentageregeling Kunst In De Openbare Ruimte (2020)
521,Theme,4. Voetganger
521,Theme,3. Netwerken & Profielen
521,Area,Heel Amsterdam
521,Type,Ambitie
521,Level,Tactisch Niveau
521,Source,Beleidskader Ruimte Voor De Voetganger (2023)
522,Theme,4. Voetganger
522,Theme,3. Netwerken & Profielen
522,Area,Heel Amsterdam
522,Type,Randvoorwaarde
522,Level,Operationeel Niveau
522,Source,Beleidskader Ruimte Voor De Voetganger (2023)
523,Theme,4. Voetganger
523,Area,Heel Amsterdam
523,Type,Randvoorwaarde
523,Level,Operationeel Niveau
523,Source,Beleidskader Ruimte Voor De Voetganger (2023)
524,Theme,4. Voetganger
524,Theme,10. Straatmeubilair
524,Area,Heel Amsterdam
524,Type,Randvoorwaarde
524,Level,Operationeel Niveau
524,Source,Beleidskader Ruimte Voor De Voetganger (2023)
525,Theme,4. Voetganger
525,Theme,3. Netwerken & Profielen
525,Theme,10. Straatmeubilair
525,Area,Heel Amsterdam
525,Type,Uitgangspunt
525,Level,Operationeel Niveau
525,Source,Beleidskader Ruimte Voor De Voetganger (2023)
526,Theme,4. Voetganger
526,Theme,10. Straatmeubilair
526,Area,Heel Amsterdam
526,Type,Uitgangspunt
526,Level,Operationeel Niveau
526,Source,Beleidskader Ruimte Voor De Voetganger (2023)
527,Theme,1. Openbare Ruimte Algemeen
527,Theme,16. Ondergrond
527,Area,Heel Amsterdam
527,Type,Uitgangspunt
527,Level,Tactisch Niveau
527,Source,Omgevingsprogramma Riolering 2022 – 2027 (2022)
528,Theme,1. Openbare Ruimte Algemeen
528,Theme,16. Ondergrond
528,Area,Heel Amsterdam
528,Type,Randvoorwaarde
528,Level,Tactisch Niveau
528,Source,Omgevingsprogramma Riolering 2022 – 2027 (2022)
529,Theme,1. Openbare Ruimte Algemeen
529,Theme,16. Ondergrond
529,Area,Heel Amsterdam
529,Type,Uitgangspunt
529,Level,Tactisch Niveau
529,Source,Omgevingsprogramma Riolering 2022 – 2027 (2022)
530,Theme,1. Openbare Ruimte Algemeen
530,Theme,16. Ondergrond
530,Area,Heel Amsterdam
530,Type,Uitgangspunt
530,Level,Tactisch Niveau
530,Source,Omgevingsprogramma Riolering 2022 – 2027 (2022)
531,Theme,1. Openbare Ruimte Algemeen
531,Theme,16. Ondergrond
531,Area,Heel Amsterdam
531,Type,Uitgangspunt
531,Level,Tactisch Niveau
531,Source,Omgevingsprogramma Riolering 2022 – 2027 (2022)
